"Permit Number","Status","Street Number","Street Name","Street Suffix","Post-direction","City","State","ZIP code","Added Date","Issue Date","Final Date","Building Area","Declared Valuation","Description","Application Type","Work Type","Use Code","Pre-direction","Location"
"334766","Finaled","23521","GARDENSIDE","PL",,"CLARKSBURG","MD","20871","02/27/2004","02/15/2005","11/02/2005","2,034","$95,000.00","MODEL: A","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.26474 39.244068)"
"446320","Finaled","13416","DUTROW","DR",,"CLARKSBURG","MD","20871","02/28/2007","04/02/2007","09/21/2007","1,744","$200,000.00","MODEL HOUSE: THE MONTGOMERY (Lot 16)
MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.284815 39.244922)"
"601379","Finaled","14735","WOOTTON CROSSING","CT",,"ROCKVILLE","MD","20850","06/07/2012","08/16/2012","01/11/2013","2,232","$0.00","Referback to JOHN JACOB ASTOR.&nbsp; #597246","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.208442 39.098344)"
"297126","Finaled","23632","OVERLOOK PARK","DR",,"CLARKSBURG","MD","20871","01/29/2003","05/09/2003","10/28/2003","2,160","$80,000.00",,"BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.277841 39.244224)"
"327187","Finaled","3316","CASTLE RIDGE","CIR",,"SILVER SPRING","MD","20904","12/10/2003","03/18/2004","10/11/2004","1,800","$85,000.00","MODEL:  ADAMS","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-76.940417 39.085999)"
"571155","Finaled","3829","CULLINGWORTH","RD",,"BURTONSVILLE","MD","20866","06/14/2011","07/22/2011","11/16/2011","2,468","$95,000.00","MODEL:HAZELTON","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-76.930084 39.102919)"
"264812","Finaled","11503","PITTSFORD GLEN","WAY",,"SILVER SPRING","MD","20904","12/04/2001","01/17/2002","06/18/2002","2,058","$74,000.00","MODEL:  SILVERBROOK","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-76.981906 39.045891)"
"381372","Finaled","711","GLOUSTER KNOLL","DR",,"SILVER SPRING","MD","20901","04/27/2005","04/14/2006","01/15/2008","2,333","$85,000.00","Townhouse w/deck","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-76.997589 39.007815)"
"472890","Finaled","23103","ROBIN SONG","DR",,"CLARKSBURG","MD","20871","11/30/2007","08/21/2008","08/19/2009","2,175","$100,000.00","MODEL: WASHINGTON","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.26466 39.236409)"
"700712","Finaled","12805","LONGFORD GLEN","DR",,"GERMANTOWN","MD","20874","01/15/2015","01/26/2015","07/14/2015","1,445","$90,000.00","Referback : Model : Oakland","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"541882","Finaled","2141","LITTLE SORREL","WAY",,"SILVER SPRING","MD","20902","06/28/2010","03/24/2011","08/18/2011","2,298","$105,000.00","MODEL: HAMPTON w/Cantilevered Deck - MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.049748 39.046242)"
"232567","Finaled","15","CHATTERLY","CT",,"GERMANTOWN","MD","20874","10/17/2000","12/14/2000","04/26/2001","1,632","$95,000.00","MODEL NAME:  ROTHECHILD","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.290043 39.152255)"
"410095","Finaled","23121","ROBIN SONG","DR",,"CLARKSBURG","MD","20871","01/26/2006","06/29/2006","12/08/2006","2,175","$100,000.00",,"BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.264647 39.236652)"
"798345","Finaled","22211","BROADWAY","AVE",,"CLARKSBURG","MD","20871","05/05/2017","06/13/2017","11/16/2017","2,676","$95,000.00","Customer Wants To Use ePlans,LOT:&nbsp;56 BLOCK: S UNIT: A SUBDIVISION: CABIN BRANCH HOUSE TYPE: EDISON LAKE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.285735 39.218677)"
"750182","Issued","22611","BROADWAY","AVE",,"CLARKSBURG","MD","20871","04/03/2016","04/26/2016",,"2,564","$300,000.00","Customer Wants To Use ePlans,lot 22E 20EH  Hadden Cabin Branch","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"541109","Finaled","11662","LEESBOROUGH","CIR",,"SILVER SPRING","MD","20902","06/18/2010","08/04/2010","12/27/2010","1,971","$85,000.00","MODEL: MIDDLETON - MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.049945 39.045164)"
"271910","Finaled","2111","CLARK","PL",,"SILVER SPRING","MD","20910","03/14/2002","04/25/2002","09/06/2002","2,500","$50,000.00","Model: Annapolis","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.047126 39.018255)"
"472821","Finaled","13820","DAIRY FARM","DR",,"BOYDS","MD","20841","11/30/2007","09/02/2008","02/18/2009","2,341","$100,000.00","MODEL: ARLINGTON","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.28738 39.163381)"
"436226","Issued","11817","REGENTS PARK","DR",,"GERMANTOWN","MD","20876","10/18/2006","11/20/2006",,"2,000","$100,000.00","THIS PERMIT IS REPLACED BY PERMIT #448219.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.242473 39.189031)"
"252052","Finaled","9815","DARCY FOREST","DR",,"SILVER SPRING","MD","20902","06/27/2001","09/06/2001","01/25/2002","3,500","$100,000.00","MODEL:  5019","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.047559 39.016905)"
"686349","Stop Work","18528","CHERRY LAUREL","LN",,"GAITHERSBURG","MD","20879","09/03/2014","09/05/2014",,"2,000","$32,000.00",,"BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","TOWNHOUSE",,"POINT (-77.166429 39.160984)"
"357542","Finaled","7213","SHEEHAN","CT",,"ROCKVILLE","MD","20855","09/08/2004","03/07/2005","04/28/2006","1,606","$146,000.00","Model:C Revision 09/19/05-Revision issued on 1/26/06","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.145308 39.146919)"
"298830","Issued","25341","DAMASCUS PARK","TER",,"DAMASCUS","MD","20872","02/25/2003","04/09/2004",,"1,320","$95,000.00","MODEL:  FAIRMONT","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.213905 39.271974)"
"796236","Finaled","9113","OLD GEORGETOWN","RD",,"BETHESDA","MD","20814","04/18/2017","07/17/2018","05/15/2019","1,340","$175,000.00","MODEL: BETHESDA MEWS - MPDU&nbsp; (Refer Back #789554)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.111099 39.005499)"
"375231","Finaled","22430","BRICK HAVEN","WAY",,"CLARKSBURG","MD","20871","03/02/2005","08/30/2006","02/27/2008","2,904","$150,000.00",,"BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.264772 39.221696)"
"729457","Finaled","12218","MAJESTIC MAPLE","DR",,"CLARKSBURG","MD","20871","09/22/2015","10/14/2015","02/22/2016","2,148","$175,000.00","Customer Wants To Use ePlans,LOT: 17
BLOCK: DD
SUBDIVISION: CLARKCSBURG
HOUSE TYPE: MOZART","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"585454","Finaled","1219","POPLAR RUN","DR",,"SILVER SPRING","MD","20906","11/28/2011","02/02/2012","06/20/2012","2,940","$180,000.00","House Type:  Granville","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"351235","Finaled","14308","KIMONO","CIR",,"BOYDS","MD","20841","07/12/2004","12/09/2004","08/16/2005","1,620","$150,000.00",,"BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.295915 39.160865)"
"834726","Finaled","44","PAINTED LADY","WAY",,"CLARKSBURG","MD","20871","04/22/2018","05/11/2018","12/09/2019","2,594","$300,000.00","Customer Wants To Use ePlans,Cabin Branch lot 11S Donavan 20EB","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"350748","Finaled","14342","KIMONO","CIR",,"BOYDS","MD","20841","07/07/2004","10/14/2004","05/06/2005","1,174","$150,000.00",,"BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.29648 39.161126)"
"589307","Issued","8370","BRODERICK","CIR",,"GAITHERSBURG","MD","20877","01/20/2012","04/09/2012",,"2,280","$125,000.00","Model C
Deferral of Impact tax","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.170038 39.147639)"
"333554","Finaled","23005","BIRCH MEAD","RD",,"CLARKSBURG","MD","20871","02/23/2004","03/16/2005","09/16/2005","3,516","$80,000.00","Model:T-1970","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.251868 39.235265)"
"245456","Finaled","13732","HARVEST GLEN","WAY",,"GERMANTOWN","MD","20874","04/13/2001","05/23/2001","10/23/2001","2,187","$81,000.00","MODEL C","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.281136 39.176482)"
"661492","Finaled","22308","HONEY HILL","LN",,"CLARKSBURG","MD","20871","01/27/2014","03/10/2014","08/11/2014","2,489","$95,000.00","NEW TOWNHOME ON VACANT LOT / REFERBACK STRAUSS FTA MODEL / 2012 IRC

*EPLANS*","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.247688 39.2229)"
"556569","Finaled","1637","POPLAR RUN","DR",,"SILVER SPRING","MD","20906","12/10/2010","01/31/2011","06/28/2011","2,030","$180,000.00","House type:  Granville","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"239639","Finaled","18001","CALABAR","DR",,"GAITHERSBURG","MD","20877","01/31/2001","02/21/2001","08/28/2001","770","$60,000.00","MODEL NAME:  EMORY GROVE - END UNIT","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.164276 39.150332)"
"666581","Finaled","12825","LONGFORD GLEN","DR",,"GERMANTOWN","MD","20874","03/20/2014","04/14/2014","10/08/2014","1,445","$90,000.00","NEW TOWNHOMES / REFERBACKOAKLAND MODEL 2012 IRC","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"295031","Issued","1647","TREETOP VIEW","TER",,"SILVER SPRING","MD","20904","12/23/2002","06/05/2003",,"2,244","$82,000.00","MODEL:  FAIRLINGTON","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-76.980777 39.048198)"
"294498","Finaled","12402","FALCONBRIDGE","DR",,"GAITHERSBURG","MD","20878","12/16/2002","03/07/2003","08/28/2003","2,109","$95,000.00","MODEL:  HAZELTON","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.25484 39.101195)"
"254183","Finaled","8206","IRONCLAD","CT",,"GAITHERSBURG","MD","20877","07/24/2001","09/12/2001","04/17/2002","770","$60,000.00","MODEL EMORY GROVE/INTERIOR UNIT","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.162953 39.150496)"
"841056","Finaled","3411","LANDING","WAY",,"SILVER SPRING","MD","20906","06/13/2018","08/02/2018","01/23/2019","2,546","$130,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"539540","Finaled","11911","SWEET SHRUB","CIR",,"CLARKSBURG","MD","20871","06/03/2010","09/13/2010","12/28/2010","2,304","$85,000.00","EDGEMONT Model.  MPDU Unit.
Site revision submitted on 9/16/2010","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.24854 39.231458)"
"227035","Finaled","9329","MERUST","LN",,"GAITHERSBURG","MD","20879","08/21/2000","08/23/2000","04/09/2001",,"$5,000.00",,"BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.192019 39.177486)"
"750985","Finaled","12955","WOODCUTTER","CIR",,"GERMANTOWN","MD","20876","04/08/2016","04/13/2016","07/13/2016","334","$10,127.00","Customer Wants To Use ePlans  Interior work only,Installation of (19) roof mounted solar panels","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.268246 39.206804)"
"543613","Finaled","22908","ARORA HILLS","DR",,"CLARKSBURG","MD","20871","07/14/2010","01/10/2011","07/12/2011","2,304","$95,000.00","REFER-BACK EDGEMONT MODEL IRC 2006
MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.24808 39.230504)"
"541897","Finaled","11630","LEESBOROUGH","CIR",,"SILVER SPRING","MD","20902","06/28/2010","12/06/2010","04/05/2011","2,317","$105,000.00","MODEL: TRENTON w/Cantilevered Deck","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.049019 39.045255)"
"721083","Finaled","19700","VAUGHN LANDING","DR",,"GERMANTOWN","MD","20874","07/21/2015","12/01/2015","04/22/2016","2,659","$0.00","Model:&nbsp; Schubert&nbsp;*","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.275708 39.175857)"
"678546","Finaled","11814","BOLAND MANOR","DR",,"GERMANTOWN","MD","20876","06/27/2014","08/05/2014","01/29/2015","2,618","$140,000.00","REFERBACK TOWNHOMES / BLAKE MODEL","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.243649 39.193303)"
"626117","Finaled","22406","GLENBOW","WAY",,"CLARKSBURG","MD","20871","02/13/2013","03/04/2013","07/23/2013","1,910","$0.00",,"BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"519983","Finaled","23111","TURTLE ROCK","TER",,"CLARKSBURG","MD","20871","08/28/2009","11/23/2009","07/08/2010","2,463","$200,000.00",,"BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.261874 39.234514)"
"599369","Finaled","11881","COUNTRY SQUIRE","WAY",,"CLARKSBURG","MD","20871","05/17/2012","06/01/2012","09/24/2012","2,160","$95,000.00","House type change: Mozart 
6 ft. fence   (no change in driveway)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.247031 39.227077)"
"472838","Finaled","18611","POPLAR GLEN","CT",,"BOYDS","MD","20841","11/30/2007","11/24/2008","04/23/2009","2,341","$100,000.00","MODEL: ARLINGTON
**revision submitted 1/29/09 to IRC plan to add loft under IBC 2006;overtime requested**","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.286306 39.163461)"
"270841","Finaled","13664","HARVEST GLEN","WAY",,"GERMANTOWN","MD","20874","03/04/2002","08/14/2002","04/17/2003","2,225","$81,000.00","""""B""""","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.279132 39.175553)"
"237795","Finaled",,"MATENY","RD",,,"MD","00000","01/03/2001","01/03/2001","03/15/2001","800","$26,076.00","FIRE REPAIR TO TOWNHOUSE","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","TOWNHOUSE",,
"567225","Finaled","23214","ROBERTS TAVERN","DR",,"CLARKSBURG","MD","20871","05/02/2011","07/22/2011","12/02/2011","2,447","$75,000.00","REFERBACK","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.278725 39.234204)"
"765801","Finaled","22532","BROADWAY","AVE",,"CLARKSBURG","MD","20871","07/28/2016","08/18/2016","03/20/2017","2,562","$300,000.00","Customer Wants To Use ePlans,Lot 6L 20EB Cabin Branch","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"423094","Finaled","20105","RED GALA","TER",,"GERMANTOWN","MD","20876","06/02/2006","10/12/2006","03/09/2007","2,400","$170,000.00","MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.240732 39.185632)"
"440468","Finaled","2833","CORNET","CT",,"SILVER SPRING","MD","20904","12/07/2006","02/23/2007","07/15/2007","2,500","$150,000.00",,"BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-76.952553 39.074485)"
"213323","Finaled","3008","CASTLE GARDEN","WAY",,"OLNEY","MD","20832","03/10/2000","03/30/2000","11/08/2000","2,000","$100,000.00","deck is not included in original plan, therefore not part of this permit","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.060263 39.154518)"
"375160","Finaled","22414","BRICK HAVEN","WAY",,"CLARKSBURG","MD","20871","03/01/2005","08/25/2006","05/01/2009","2,904","$150,000.00","This permit will expire 11/30/08.  PERMIT REINSTATED & WILL EXPIRE ON 4/1/09.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.264026 39.221342)"
"461375","Finaled","23223","RAINBOW ARCH","DR",,"CLARKSBURG","MD","20871","07/30/2007","10/29/2007","02/19/2008","2,375","$200,000.00","MODEL:  WASHINGTON (ADD 400SF FREESTANDING GARAGE TO MODEL PLAN)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.263175 39.237988)"
"446703","Finaled","23323","ARORA HILLS","DR",,"CLARKSBURG","MD","20871","03/06/2007","05/07/2007","10/25/2007","2,684","$95,000.00",,"BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.241246 39.235762)"
"375323","Finaled","23016","WINGED ELM","DR",,"CLARKSBURG","MD","20871","03/02/2005","11/17/2005","04/28/2006","1,873","$95,000.00",,"BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.253376 39.234104)"
"823992","Finaled","1636","REGENT MANOR","CT",,"SILVER SPRING","MD","20904","01/03/2018","05/17/2018","10/04/2018","2,791","$90,000.00","Customer Wants To Use ePlans,LOT: 156
BLOCK: A
SUBDIVISION: WHITE OAK
HOUSE TYPE: SCHUBERT","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-76.977057 39.042886)"
"789288","Finaled","13015","WALLICH","WAY",,"GERMANTOWN","MD","20874","02/13/2017","07/17/2017","07/16/2018","3,184","$200,000.00","Customer Wants To Use ePlans,Lot 24A, Mateny Hill Road Property; referback to IRC 2015 Arlington at Mateny 787985","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"647739","Finaled","19842","VAUGHN LANDING","DR",,"GERMANTOWN","MD","20874","09/05/2013","11/14/2013","03/28/2014","2,659","$95,000.00","Model Name:&nbsp; Schubert","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.274976 39.178012)"
"472730","Finaled","25574","JOY","LN",,"DAMASCUS","MD","20872","11/30/2007","09/30/2008","01/22/2009","2,460","$95,000.00","Hazelton Model","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.212328 39.276322)"
"571738","Issued","10201","GROSVENOR","PL",,"ROCKVILLE","MD","20852","06/20/2011","06/20/2011",,"20","$9,000.00","Replace Kitchen Cabinets ONLY","BUILDING RESIDENTIAL PERMIT","REMOVE AND REPLACE","TOWNHOUSE",,"POINT (-77.107779 39.025899)"
"674079","Finaled","22447","BRIGHT SKY","DR",,"CLARKSBURG","MD","20871","05/23/2014","07/31/2014","12/12/2014","2,489","$95,000.00","EPLANS-&nbsp; HOUSE TYPE:&nbsp; STRAUSS """"FTA""""","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.248719 39.225997)"
"319885","Finaled","13103","SUTLER SQUARE","TER",,"CLARKSBURG","MD","20871","09/30/2003","10/23/2003","06/14/2004","2,329","$100,000.00","MODEL:  STRATTON","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.275253 39.2376)"
"594675","Finaled","1534","RABBIT HOLLOW","PL",,"SILVER SPRING","MD","20906","03/28/2012","05/02/2012","09/27/2012","2,355.2","$200,000.00","Model:Paxton","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.035343 39.074936)"
"384805","Finaled","22165","FAIR GARDEN","LN",,"CLARKSBURG","MD","20871","05/25/2005","09/13/2006","10/03/2008","2,904","$150,000.00",,"BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.267766 39.220349)"
"276950","Finaled","11505","RABBIT RUN","TER",,"SILVER SPRING","MD","20904","05/08/2002","08/05/2002","12/17/2002","2,244","$82,000.00","MODEL:  FAIRLINGTON","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-76.980238 39.046156)"
"742743","Finaled","131","BYTHAM RIDGE","LN",,"POTOMAC","MD","20854","01/25/2016","03/04/2016","01/17/2017","4,740","$300,000.00","Customer Wants To Use ePlans,Lot 6 Congressional","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.161413 39.028085)"
"639439","Open",,,,,,,,"06/21/2013",,,"1,660","$154,000.00","2012 IRC PURE MODEL - TYPE B","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"720789","Finaled","13753","FOGGY GLEN","DR",,"SILVER SPRING","MD","20906","07/17/2015","09/03/2015","03/11/2016","1,906","$140,000.00","Customer Wants To Use ePlans,Lot 10X MPDU 16EA","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"536781","Finaled","12815","EPPING","TER",,"SILVER SPRING","MD","20906","05/03/2010","05/03/2010","11/01/2010","150","$9,000.00","interior alterations","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.058172 39.065105)"
"639701","Finaled","57","ELLSWORTH HEIGHTS","ST",,"SILVER SPRING","MD","20910","06/25/2013","10/21/2015","08/15/2016","2,668","$248,000.00","Referback: Model Type F","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"471767","Finaled","2130","LITTLE SORREL","WAY",,"SILVER SPRING","MD","20902","11/21/2007","11/12/2008","06/26/2009","2,314","$105,000.00","Refer Back to 471662","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.049599 39.045972)"
"833686","Finaled","157","WINSOME","CIR",,"BETHESDA","MD","20814","04/12/2018","05/30/2018","03/07/2019","1,379","$152,000.00","Customer Wants To Use ePlans,Lot 114 Grosvenor Heights; referback to IRC 2015 pure model UNIT A, #754948. THIS IS AN MPDU.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.110909 39.020842)"
"254501","Issued","19808","CELEBRATION","WAY",,"GERMANTOWN","MD","20874","07/27/2001","09/12/2001",,"1,560","$125,000.00","MODEL:  TOWNS JACKSON","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.268725 39.181803)"
"730291","Finaled","11880","SNOWDEN FARM","PKWY",,"CLARKSBURG","MD","20871","09/29/2015","02/09/2016","06/10/2016","2,160","$200,000.00","Customer Wants To Use ePlans,
lot 92 LL, Clarksburg Village
Referback to IRC 2012 pure model 616432 (ANNAPOLIS)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.2476 39.226256)"
"436242","Issued","20343","NOTTING HILL","WAY",,"GERMANTOWN","MD","20876","10/18/2006","11/27/2006",,"2,000","$100,000.00","THIS PERMIT IS REPLACED BY PERMIT #448234.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.242234 39.189421)"
"497146","Finaled","11503","RIDGEROCK","LN",,"ROCKVILLE","MD","20852","10/03/2008","10/03/2008","08/28/2009","320","$30,000.00","Kitchen/Bath Renovation","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.114756 39.042814)"
"335328","Finaled","18619","HOLLOW CREST","DR",,"BROOKEVILLE","MD","20833","02/28/2004","08/04/2005","12/21/2005","2,109","$85,000.00",,"BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.061037 39.162093)"
"727794","Issued",,,,,,,,"09/09/2015","10/27/2015",,"2,847","$300,000.00","Customer Wants To Use ePlans,20EB Pure Model 2015","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"631211","Finaled","22420","GLENBOW","WAY",,"CLARKSBURG","MD","20871","04/11/2013","04/26/2013","10/22/2013","1,910","$92,000.00",,"BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"252029","Finaled","18017","FOXWORTH","CT",,"GERMANTOWN","MD","20874","06/27/2001","09/17/2001","02/19/2002","9,600","$12,000.00",,"BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.290697 39.152683)"
"332262","Finaled","10319","WATKINS MILL","DR",,"MONTGOMERY VILLAGE","MD","20886","02/12/2004","02/12/2004","07/21/2004","100","$49,417.00",,"BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","TOWNHOUSE",,"POINT (-77.212129 39.167828)"
"334918","Finaled","12906","ETHEL ROSE","WAY",,"BOYDS","MD","20841","02/27/2004","02/25/2005","02/03/2006","1,552","$82,000.00","(MPDU)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.265127 39.212536)"
"247596","Finaled","5","WHITE OAK VISTA","CT",,"SILVER SPRING","MD","20904","05/09/2001","08/03/2001","03/21/2002","2,261","$82,000.00","MODEL HATHAWAY","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-76.98327 39.045786)"
"508150","Finaled","9421","TURNBERRY","DR",,"POTOMAC","MD","20854","04/01/2009","04/01/2009","06/19/2009","50","$20,000.00","ADDITION - Exterior Spiral Staircase, from first floor to gound; 50-sqft.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.191291 38.990493)"
"268877","Finaled","7211","MILLCREST","TER",,"ROCKVILLE","MD","20855","02/06/2002","02/06/2002","05/08/2002","1,860","$150,054.77",,"BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","TOWNHOUSE",,"POINT (-77.146468 39.146265)"
"728396","Stop Work","12731","LONGFORD GLEN","DR",,"GERMANTOWN","MD","20874","09/15/2015","02/01/2016","06/30/2016","1,445","$90,000.00","Model: Oakland","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"335446","Finaled","5014","CEDAR CROFT","LN",,"BETHESDA","MD","20814","02/28/2004","03/01/2005","02/24/2006","6,600","$400,000.00",,"BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.098752 39.008647)"
